Name,urlwebsite,Description French,Description
hydrocool,https://hydrocool.fr,"Leader des solution d'hygiène pour le public. HydroCool développe une large gamme de distributeurs automatiques, sans contact, robustes...","Leader hygienic solution for the public. HydroCool develops a wide range of ATMs, contactless, robust ..."
xlearn,https://xlearn.fr/,xLearn - Notre solution RH vous accompagne pour dynamiser les compétences de vos collaborateurs et de votre entreprise,xLearn - Our HR solution supports you to boost the skills of your employees and your business
audion,https://audi-on.com/,"Audion is an adtech company that develops proprietary technology to automate, customize and measure digital audio advertising.","Audion is an adtech That company Develops proprietary technology to PLC, customize and measure digital audio advertising."
tripitto,https://www.tripitto.com/,Tripitto will help you plan easily your journey and make the most of your adventure.,Tripitto will help you map your journey and make Easily The Most of your adventure.
livejourney,http://www.livejourney.com,"We created a revolutionary software which empowers you to monitor, anticipate, act on, and modify all journey in real time. Secure your end to end processes","We created a revolutionary software qui EMPOWERS you to monitor, Anticipate, act on, and modify all journey in real time. Secure your end to end processes"
mon-lou-moi,https://www.monlouetmoi.fr/,Nous proposons des vêtements éthiques pour bébé et pour futures mamans. Habits en coton biologique certifié GOTS ou Oeko-tex. Créateurs français.,We offer ethical clothing for baby and mothers. Clothing cotton GOTS certified organic or Oeko-tex. French designers.
looztick,https://looztick.fr/,Looztick retrouve vos objets perdus par un simple SMS,Looztick find your lost items with a simple SMS
granny-charly,https://grannycharly.fr/,Des étudiants de confiance pour une aide à domicile partout en France,confidence of students to help at home everywhere in France
oly-be,https://www.olybe.com/,"Cours de Yoga, de Pilates ou de sport bien-être chez vous, dans votre quartier ou votre entreprise.","Yoga classes, Pilates and sports welfare home, in your neighborhood or your business."
panda-guide,https://www.panda-guide.fr/,PANDA Guide utilise le meilleur de la technologie actuelle pour permettre aux personnes déficientes visuelles de conquérir leur autonomie.,PANDA Guide uses the best of today's technology to enable visually impaired people to conquer their autonomy.
lizee,https://www.lizee.co/,The solution to kickstart your rental buisness.,The solution to kickstart your rental buisness.
greenback,https://www.greenback.green/,Soil rating for a green revival.,Soil green rating for a revival.
slatch,https://www.slatch.io/,,#VALUE!
honing-biosciences,http://honing-biosciences.com/,,#VALUE!
mces,https://www.mces.gg/,"MCES est une structure française d’esport. Des salles, une académie et des équipes professionnelles vous attendent. ENTREZ DANS LE JEU !","CES is a French structure of eSports. Rooms, an academy and professional teams await. ENTER THE GAME!"
plume,https://www.plume-app.co/,"Plume, application d’écriture, propose à vos enfants de développer leurs capacités en expression écrite, de recevoir des conseils personnalisés, tout en s’amusant à écrire leurs propres histoires.","Feather, writing application, offers your children to develop their skills in writing, receive personalized advice, while fun to write their own stories."
adyouneed,https://www.adyouneed.com/,"Get more results and conversion from Facebook, Instagram and LinkedIn Ads, creating and optimizing ads in minutes. Discover what easier, more powerful online advertising looks like with ADYOUNEED!","Get more results and conversion from Facebook, Instagram and LinkedIn Ads, Creating and Optimizing ads in minutes. Discover what Easier, More Powerful online advertising looks like with ADYOUNEED!"
ponicode,https://ponicode.com/,"AI-powered unit testing interface for VS Code allowing to write, generate, modify and visualise all kinds of test cases in most functional and technical JavaScript contexts.","AI-powered unit testing interface Allowing for VS code to write, generate, modify and visualize all kinds of test cases in functional and technical MOST JavaScript contexts."
luko-1,https://www.luko.eu/fr/,"Découvrez l’Assurance Habitation simple et transparente qui protège votre foyer. Comme 60 000 Français, passez chez Luko en 2min dès 5€ /mois sans engagement.","Discover the simple and transparent insurance Housing protects your home. As 60,000 French, drop by Luko in 2min from 5 € / month with no commitment."
neosilver,https://neosilver.fr/,"Découvrez à Paris, Lyon et Nice en présentiel et dans le reste de la France à distance des activités sportives, artistiques, culturelles et …Voir plus","Discover in Paris, Lyon and Nice-face and in the rest of France away from sports, arts, cultural, and ... More"
le-cryptopolitain,https://linktr.ee/le_cryptopolitain,Linktree. Make your link do more.,Linktree. Make your link do more.
adenlab-0,http://www.adenlab.com,"Adenlab déploie des campagnes sponsorisées et stratégies d’acquisition pour accroitre vos conversions.
ACQUISITION / PERFORMANCE / CONSEIL / DATA","Adenlab deploys sponsored campaigns and acquisition strategies to increase your conversions.
ACQUISITION / PERFORMANCE / COUNCIL / DATA"
kionect,https://www.kionect.com,"Sûre, économique et pratique. Kionect vous propose une solution de clé en main. Grâce à Kionect suivez vos consommations énergetiques...","Safe, economical and convenient. Kionect offers a key solution in hand. With Kionect follow your energy consumption ..."
sommelier-du-parfum,https://sommelierduparfum.com,Sélections personnalisées parmi les meilleurs parfums au monde. Recevez vos recommandations sur-mesure chez vous sous 48h.,Custom playlists among the best perfumes in the world. Get your customized recommendations to you within 48 hours.
onboard,http://on-board.co,"No one reads manuals anymore. We, at Onboard, empower inventors and users to communicate humanly through 3D smart manuals.","No one reads manuals anymore. We, at Onboard, Inventors and empower users to communicate through humanly smart 3D manuals."
flasheat,https://www.flasheat.fr,,#VALUE!
greenvillage,https://greenvillage.io/,,#VALUE!
timees-cafe-coworking,http://timees-coworking.fr,"Café Coworking où travailler à Paris Saint-Lazare, wifi haut débit, consommations à volonté, salles de réunion, séminaire. Ne payez que le temps passé.","Coworking Cafe to work in Paris Saint-Lazare, broadband wifi, drinks at will, meeting rooms, seminar. Pay only the time spent."
darewise,https://www.darewise.com/,,#VALUE!
ovinia-marchand-de-vins-engage,http://www.ovinia.fr,"Marchand de vins engagé depuis 2007, Ovinia est le circuit court du vin. Une des plus grandes places de marché du vin au monde, en direct des vignerons et au meilleur prix, c'est le circuit court du vin.","Wine merchant engaged since 2007 Ovinia is the short circuit of the wine. One of the largest marketplaces in the wine world, live wineries and the best price, the short circuit of the wine."
james-bang,http://www.james-bang.com,"James Bang agence spécialiste des advergames, serious games, contenus e-learning et rich medias, jeux de marque, VR, AR, Creation type de contenus interactifs utilisant les techniques de gamification. Spécialistes du web responsive et du mobile: HTML5, JS, WebGL, 3d online","James Bang specialist agency advergames, serious games, content, e-learning and rich media, branded games, VR, AR, Creation type of interactive content using gamification techniques. Specialists responsive web and mobile HTML5, JS, WebGL 3D online"
officeriders-0,http://www.officeriders.com,,#VALUE!
myl-fruision,http://www.mylfruision.com,"MYL FRUISION vous propose des infusions de fruits au goût exceptionnel, combinant qualité, dynamisme et saveur. A boire et à manger nos infusions de fruits incarnent la modernité par ses délicieux assemblages de saveurs.","MYL FRUISION offers fruit infusions exceptional taste, combining quality, dynamism and flavor. A drink and eat our fruit infusions embody modernity with its delicious flavors assemblies."
